8.538311005253455369e+04,6.185278443979911334e-01,1.575273693052373601e-03,4.838102163106229092e+00,2.844590665811529195e+00,5.006684023158033264e-02,7.984934764548243802e-01,2.627431058654593289e+04,1.422058607089957331e+04,2.783599961058632610e-01,2.905740268173555574e-01,1.356251465939624534e+00,8.391680303108337577e-04,6.741934265245467239e-01,1.908145195729590571e-01,3.521051815141756691e+00
5.363925304148753526e+01,2.427550174487268286e+00,1.903775164850047045e-04,2.792316681788013510e-01,3.072152589784494237e-01,5.277730205642880534e+00,2.023590560276632999e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.543339532888371002e-01,1.573543725492872192e-01,8.253349695023474153e-01,1.203681187241212140e-02,6.849689535080479841e-01
8.452494297904360110e+02,1.125058067403369932e+02,7.500230736900867674e-03,3.271455541766538744e+00,1.833465133912660150e+01,2.228424562389745134e+01,2.399671375315447719e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.225655828811145653e+01,5.024395109667176458e-04,1.823276007646368058e+01,6.552932217093047029e+01,6.469265072210117751e+01
2.829109152883366960e+02,7.019106214723338155e+01,9.268861054073839140e-04,1.738805495589366146e+00,3.808149066636445923e+00,6.374879122594292902e+00,9.097251674969244917e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000247389719222468e+01,5.205403005645273251e-03,7.241103172831452994e+00,2.991353054102794573e+01,3.462170282993884740e+01
3.714316786981262339e+02,4.241429851231216617e+02,3.327355994383112033e-03,2.053000622128974273e-01,8.249900894232753856e+00,2.794343513480981311e+00,2.690216272713840340e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.030295571296553625e+01,1.793041054229975284e+00,5.074973664499605519e+00,7.809813512620639813e+02,4.149534566362255532e+02
2.455175162154281665e+00,7.124753633338335668e+00,2.402817550766467823e-03,5.222703528099302828e-01,1.064960337744679020e+00,1.750508518975539163e+00,2.761712804896936380e-01,4.425961675463267397e+01,4.493292184091728103e+01,5.066651844527724435e+00,3.657982521225345174e+00,4.478436378909189208e-04,1.846215079206890985e-01,2.824348850409976741e-01,2.510454467140053603e-01,3.331416657299058337e-01
4.354540319222258704e-01,6.514229555145862882e+00,1.857075466478136415e-03,1.831881100538212737e+00,4.150313119051614485e+00,3.160865900494604475e+00,9.748410852507424451e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.064331184570451415e-02,5.286831399908094031e-01,1.132492577625128449e+00,1.654482635551952630e-01,1.052342892998922697e+00
6.047514042526995759e-01,5.377420223872957905e+01,2.733864479348405933e-03,2.924288887361990774e+00,3.477714478208822513e+00,4.012144677563679096e+00,1.034047687630527790e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.968311755218116813e-04,6.609526446801884170e+00,3.930249314195630728e+00,1.064454094455517641e+00,5.918745173281457106e+00
3.597529345036042741e+03,1.106746162722992040e+03,8.100926898767672746e-03,3.591952962482793110e-02,9.109853226076527477e+00,3.318426258913548255e-02,3.300126766923704213e+00,3.642937316919858404e+01,2.050751895732919081e+02,9.918660515164176017e-01,4.022734002784732255e+00,1.239046700184300725e-05,7.257031995613578701e+00,7.608660787532665892e-02,3.971097635855626029e-01,8.255434513273931074e+00
4.613371131218519383e-01,7.151662085961794446e+01,3.280902274937178009e-02,4.906586930992268059e+00,5.360378874853662268e+00,3.645587888307577185e+00,5.981492967096442293e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.531780242022318904e-03,2.990959808999649194e+00,2.785277799351081551e+00,2.101794283743310005e-07,5.983110348411974755e+00
1.572126392124115313e+00,4.692432191323990054e+01,6.146736559037125703e-04,5.427133321895368789e-01,1.183971349741408297e+01,2.772646174822763143e+01,5.800979623673946151e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.371926609959754688e-05,1.045169140941834485e+01,9.208995030455109643e-02,1.055748644704324724e+00,4.795179883686656597e-01
1.335199836662566364e+00,1.089656459358772054e+02,1.925740251685739094e-03,8.994616350620888712e-01,1.152448332244331297e+00,4.028080094544674417e+00,1.344899824296161128e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.954989654673641587e-03,3.472996212210679445e+00,4.003388920724718858e+00,2.048517021262342697e-01,4.903917888550274995e+00
3.883527592446066823e+00,2.909821705543245707e-01,6.786639250546832973e-03,7.008976604514333131e-01,2.042142208671110737e+00,1.721158859908629823e+00,2.572039895757597616e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.582044293386234146e-01,1.919016783907703078e-04,2.213130836001587998e+00,5.496502266165309569e-01,1.131162651366772742e+00
5.011635046808051470e+02,6.371997677153617587e+02,1.746243232762396236e+00,4.962045565049871954e+01,1.368526404075607275e+02,1.166771656182194192e+02,5.372650036298318810e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.671574868219057652e+00,9.024833923851536710e+00,7.138989622860216194e-04,9.862532675235090096e+01,9.906040022502942577e+01
5.605996630912904455e-02,5.643060695579233510e+01,4.968648947540904858e-05,3.173262587126802758e-01,5.743906873447973682e-01,5.985364104292147935e+00,9.170018821969799561e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.651787949216686314e-05,6.720909504063666828e-01,2.679739386635566767e-01,3.206710834121234144e-01,1.643977624606940136e-01
3.369606909196511424e+03,7.068447851460587295e+00,2.259864169203031903e-01,4.219809907808879501e+01,9.813209129276627209e+03,6.107663604947199260e-02,3.655964203136149138e+01,2.816246446627661135e+04,1.226208585911499176e+04,3.489823960041464335e-01,3.942405804177042228e+00,2.512542584618064575e+04,1.306912174274855835e-02,4.090049718917902213e-04,3.574347011057951717e-01,5.350842786133872542e-01
1.657163787573885259e+02,8.924882721717314338e-02,6.519250022864376713e-04,2.565954871907676793e+00,1.076949607794833774e+01,5.593542036636269810e-01,6.533759238424940996e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.419371430088693131e+01,4.902953838231777976e-05,6.486960460207624735e-01,3.123436893381832295e-05,6.787069953863431593e-01
5.936918914839804984e+01,5.936918914782082624e+01,1.172627468646404107e-03,1.033527259789678743e+00,3.809207356944304124e+00,1.033529614588838630e+00,3.809207356944495082e+00,2.738019930026529547e-01,4.599572163336732578e-01,2.738194781213168505e-01,4.599572163493783616e-01,2.775811993643393372e+00,2.775791280361233238e+00,1.377737653928172712e+00,4.632315711204891280e-05,0.000000000000000000e+00
3.565336583918322049e+02,2.418768609701185124e+00,1.672143504322470137e-02,1.334144575083406892e-01,2.792574659140303766e+02,1.968689167970493446e-03,5.253306769991954752e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.092848175028023582e-02,2.164334757656217221e+02,1.596475616753684657e+00,8.991553599309594080e-01,2.955486858441199161e+02
2.771400243248616971e+04,3.491601319892484753e+04,4.217011764874212254e-03,8.853991589115476017e+03,2.124263880092337058e+04,6.127625034996317845e+04,3.117778212646268003e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.894577438850486936e-05,2.661620247286122232e-01,2.781983132538526693e+00,4.105112247984228913e-01,5.934817984328674134e-01
3.648890806444030632e-01,5.606710017357979268e+03,3.747021396339507014e-04,6.711839444685521738e-02,3.291575453970074228e-01,6.248593798028316548e-02,3.393367002437068347e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.189916477474332705e-02,2.887242233540280581e-05,5.047122491782136955e-02,9.011873567686359832e-03,4.530511745020909115e-02
7.809535883591369493e+05,7.809536509380124044e+05,3.266426778139628153e-04,5.814550348930150503e+05,6.058615886970155407e+05,5.814551707270247862e+05,6.058613329818955390e+05,2.651026470443298458e+05,2.709414458681841497e+05,2.651026481187298195e+05,2.709414441043528495e+05,1.870419579598473792e+05,1.870419989003637747e+05,4.210635228591484425e-01,7.562055229069732595e+05,9.321263945423050318e+05
1.179015424046651050e-01,4.808798587173147610e+01,8.817412387095118279e-03,1.351566568472580276e-01,5.323633779824313850e-01,1.868836658881265489e+00,1.207053969788591807e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.755029284324557869e-04,2.315714464756482571e-01,1.114597481049600214e+00,4.378233708372138155e-02,1.116195682854196347e+00
7.580085084773313042e+01,4.125520134786304552e+05,3.118605654958088187e-03,2.313768025896519259e-04,3.076842336461910410e+00,8.080917120672471698e-01,1.579640953751137644e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.298484903819959485e-02,1.269265399480400625e+00,3.541955388901744772e+00,5.279647683627154003e-02,1.402152496876587051e+01
1.359764510339404637e+02,2.143797838103565141e+02,1.079093882194845193e-02,6.164609180138013594e-04,2.295418207292902191e-01,5.248226697022882054e-02,2.542306930629347761e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.780349257032590338e-03,1.323315134349107025e-01,2.216312221310862973e-01,2.142108170534560685e+01,1.698425210688406517e-01
1.111245883013091351e+00,2.445201616860523245e+03,3.250126994553338439e-03,1.009325419536187374e+00,1.162149149432715589e+01,2.869055623028709867e+00,5.992992947895034916e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.115950826137713700e-04,6.327735257285696946e+01,1.011658995872047662e+01,1.288956784537987588e+01,8.856878970339629120e+00
5.723625811626776704e+04,9.301840283940514200e+04,1.340823172149681886e-01,5.932263880183329986e-03,4.441810688785630123e-01,3.589335831140978428e-01,1.352615410113771954e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.145156211853774447e-02,7.819778294841637223e-01,1.385670486826069692e-01,7.829402090200892417e+03,1.166747436804841387e+00
1.126756107126830102e+03,2.793399045971130836e+05,4.435211441713668989e-01,4.043213285416670466e+00,2.147325724350934095e+01,3.891587622845396943e+00,9.390259508871657772e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.982807907651536425e+03,1.820462431825688610e-04,1.127302254582244201e-01,6.298027074483074639e-01,1.917268981531008265e+01
6.647540816856333379e+01,9.853286215662001268e+01,2.488550613245867679e-04,2.275189933043453849e-01,2.288521208079558722e+00,2.277109947916589223e-03,6.413179259519520947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.315080027307209520e-01,1.748815082735444193e+01,4.316542544044023044e-01,1.371263039100397805e+02,1.979208428420260759e+02
7.988649772433633167e+00,9.942661748410318978e+01,1.445433763117361494e-03,1.449244845593438136e+00,1.836650836073187687e+00,3.852141227018363256e+00,3.852378227751162676e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.610078556482115580e-05,3.152678890115983634e+01,2.695033736430112459e-01,1.158476202587098669e+01,4.922958644633737002e+00
4.431341416481514273e+01,2.513170793422931037e+00,1.253768535660363392e-01,1.418039162665289732e+00,4.841586014237287117e+01,3.132178220514797995e-01,1.908613898199698955e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.195562470220405160e+01,1.596268547836148053e-03,4.871909667361573777e-03,3.587454796846211748e-03,1.977808815464489334e-02
